school_code,county,public/private,district,city,school_name,enrollment_n,vaccinated_n,vaccinated_perc,temp_unvax_n,temp_unvax_perc,perm_med_exempt_n,perm_med_exempt_perc,other_n,other_perc,over_due_n,over_due_perc,five_dose_DTP_n,five_dose_DTP_perc,polio_n,polio_perc,mmr_n,mmr_perc,hepb_n,hepb_perc,varicell_n,varicella_perc,reported,year,state
6052716,STANISLAUS,PUBLIC,MODESTO CITY ELEMENTARY,MODESTO,WILLIAM GARRISON ELEMENTARY,65.0,62,95,2,3,0,0,1,2,0,0,62,95,62,95,62,95,62,95,--*,≥98%,Y,2018,CA
6052872,STANISLAUS,PUBLIC,MODESTO CITY ELEMENTARY,MODESTO,WILSON ELEMENTARY,46.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0101188,STANISLAUS,PUBLIC,NEWMAN-CROWS LANDING UNIFIED,NEWMAN,HUNT ELEMENTARY,65.0,63,97,2,3,0,0,0,0,0,0,63,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0124073,STANISLAUS,PUBLIC,NEWMAN-CROWS LANDING UNIFIED,NEWMAN,HURD BARRINGTON ELEMENTARY,86.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6025753,STANISLAUS,PUBLIC,NEWMAN-CROWS LANDING UNIFIED,NEWMAN,VON RENNER ELEMENTARY,92.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6052880,STANISLAUS,PUBLIC,OAKDALE JOINT UNIFIED,OAKDALE,CLOVERLAND ELEMENTARY,91.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6052898,STANISLAUS,PUBLIC,OAKDALE JOINT UNIFIED,OAKDALE,FAIR OAKS ELEMENTARY,141.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6100390,STANISLAUS,PUBLIC,OAKDALE JOINT UNIFIED,OAKDALE,MAGNOLIA ELEMENTARY,112.0,107,96,4,4,0,0,0,0,1,1,109,97,--*,≥99%,109,97,110,98,--*,≥99%,Y,2018,CA
0107979,STANISLAUS,PUBLIC,OAKDALE JOINT UNIFIED,OAKDALE,SIERRA VIEW ELEMENTARY,92.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0110080,STANISLAUS,PUBLIC,PATTERSON JOINT UNIFIED,PATTERSON,APRICOT VALLEY ELEMENTARY,109.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6052948,STANISLAUS,PUBLIC,PATTERSON JOINT UNIFIED,PATTERSON,LAS PALMAS ELEMENTARY,91.0,88,97,3,3,0,0,0,0,0,0,88,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6052955,STANISLAUS,PUBLIC,PATTERSON JOINT UNIFIED,PATTERSON,NORTHMEAD ELEMENTARY,94.0,88,94,1,1,0,0,1,1,4,4,90,96,91,97,88,94,--*,≥98%,--*,≥98%,Y,2018,CA
0118927,STANISLAUS,PUBLIC,PATTERSON JOINT UNIFIED,PATTERSON,WALNUT GROVE ELEMENTARY,141.0,134,95,0,0,0,0,0,0,7,5,134,95,134,95,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6052922,STANISLAUS,PUBLIC,PATTERSON JOINT UNIFIED,WESTLEY,GRAYSON ELEMENTARY,52.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0118810,STANISLAUS,PUBLIC,RIVERBANK UNIFIED,OAKDALE,MESA VERDE ELEMENTARY,83.0,76,92,1,1,1,1,0,0,5,6,76,92,76,92,79,95,79,95,--*,≥98%,Y,2018,CA
6052971,STANISLAUS,PUBLIC,RIVERBANK UNIFIED,RIVERBANK,CALIFORNIA AVENUE ELEMENTARY,136.0,128,94,7,5,1,1,0,0,0,0,129,95,132,97,133,98,--*,≥99%,--*,≥99%,Y,2018,CA
0113852,STANISLAUS,PUBLIC,RIVERBANK UNIFIED,RIVERBANK,RIVERBANK LANGUAGE ACADEMY,90.0,85,94,2,2,3,3,0,0,0,0,85,94,85,94,87,97,--*,≥98%,--*,≥98%,Y,2018,CA
6053011,STANISLAUS,PUBLIC,ROBERTS FERRY UNION ELEMENTARY,WATERFORD,ROBERTS FERRY UNION ELEMENTARY,29.0,25,86,4,14,0,0,0,0,0,0,25,86,27,93,25,86,--*,≥95%,--*,≥95%,Y,2018,CA
0124768,STANISLAUS,PUBLIC,SALIDA UNION ELEMENTARY,MODESTO,GREAT VALLEY ACADEMY SALIDA,100.0,95,95,2,2,3,3,0,0,0,0,95,95,95,95,95,95,95,95,95,95,Y,2018,CA
0133660,STANISLAUS,PUBLIC,SALIDA UNION ELEMENTARY,MODESTO,MILDRED PERKINS ELEMENTARY,37.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6113823,STANISLAUS,PUBLIC,SALIDA UNION ELEMENTARY,SALIDA,DENA BOER,66.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053037,STANISLAUS,PUBLIC,SALIDA UNION ELEMENTARY,SALIDA,SALIDA ELEMENTARY,61.0,59,97,0,0,0,0,0,0,2,3,59,97,--*,≥98%,59,97,--*,≥98%,--*,≥98%,Y,2018,CA
6106934,STANISLAUS,PUBLIC,SALIDA UNION ELEMENTARY,SALIDA,SISK ELEMENTARY,49.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0117457,STANISLAUS,PUBLIC,STANISLAUS COUNTY OFFICE OF EDUCATION,MODESTO,GREAT VALLEY ACADEMY,89.0,82,92,2,2,5,6,0,0,0,0,82,92,82,92,83,93,83,93,84,94,Y,2018,CA
6069546,STANISLAUS,PUBLIC,STANISLAUS COUNTY OFFICE OF EDUCATION,MODESTO,STANISLAUS COUNTY SPECIAL EDUCATION,34.0,32,94,0,0,0,0,2,6,0,0,32,94,32,94,32,94,32,94,32,94,Y,2018,CA
6108302,STANISLAUS,PUBLIC,STANISLAUS UNION ELEMENTARY,MODESTO,AGNES M. BAPTIST ELEMENTARY,97.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6098297,STANISLAUS,PUBLIC,STANISLAUS UNION ELEMENTARY,MODESTO,GEORGE EISENHUT ELEMENTARY,104.0,102,98,2,2,0,0,0,0,0,0,102,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6053060,STANISLAUS,PUBLIC,STANISLAUS UNION ELEMENTARY,MODESTO,JOSEPHINE CHRYSLER ELEMENTARY,123.0,119,97,4,3,0,0,0,0,0,0,119,97,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
0105700,STANISLAUS,PUBLIC,STANISLAUS UNION ELEMENTARY,MODESTO,MARY LOU DIETERICH ELEMENTARY,98.0,94,96,2,2,2,2,0,0,0,0,94,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053078,STANISLAUS,PUBLIC,STANISLAUS UNION ELEMENTARY,MODESTO,STANISLAUS ELEMENTARY,70.0,68,97,1,1,0,0,0,0,1,1,68,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6071583,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,COLEMAN F. BROWN ELEMENTARY,114.0,109,96,5,4,0,0,0,0,0,0,111,97,112,98,112,98,--*,≥99%,--*,≥99%,Y,2018,CA
6120430,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,FREEDOM ELEMENTARY,90.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0113803,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,MARY ANN SANDERS ELEMENTARY,84.0,80,95,0,0,1,1,3,4,0,0,81,96,81,96,81,96,--*,≥98%,--*,≥98%,Y,2018,CA
6111009,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,ORCHARD ELEMENTARY,129.0,124,96,1,1,2,2,2,2,0,0,124,96,124,96,124,96,124,96,124,96,Y,2018,CA
6053086,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,SHERWOOD ELEMENTARY,113.0,106,94,1,1,4,4,2,2,0,0,107,95,107,95,108,96,111,98,111,98,Y,2018,CA
6053102,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,STANDIFORD ELEMENTARY,63.0,58,92,0,0,0,0,5,8,0,0,58,92,61,97,58,92,--*,≥98%,61,97,Y,2018,CA
6095517,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,STOCKARD COFFEE ELEMENTARY,79.0,75,95,2,3,1,1,0,0,1,1,77,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053110,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,SYLVAN ELEMENTARY,67.0,62,93,5,7,0,0,0,0,0,0,64,96,64,96,65,97,64,96,65,97,Y,2018,CA
6053128,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,MODESTO,WOODROW ELEMENTARY,73.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0113795,STANISLAUS,PUBLIC,SYLVAN UNION ELEMENTARY,RIVERBANK,CROSSROADS ELEMENTARY,154.0,145,94,6,4,3,2,0,0,0,0,150,97,150,97,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6053151,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,CROWELL ELEMENTARY,77.0,75,97,2,3,0,0,0,0,0,0,75,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053169,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,CUNNINGHAM ELEMENTARY,108.0,106,98,2,2,0,0,0,0,0,0,106,98,106,98,--*,≥99%,106,98,--*,≥99%,Y,2018,CA
6115208,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,DENNIS G. EARL ELEMENTARY,128.0,125,98,3,2,0,0,0,0,0,0,125,98,125,98,125,98,125,98,--*,≥99%,Y,2018,CA
6053177,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,JULIEN ELEMENTARY,109.0,107,98,2,2,0,0,0,0,0,0,107,98,107,98,--*,≥99%,107,98,--*,≥99%,Y,2018,CA
6053185,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,OSBORN TWOWAY IMMERSION ACADEMY,141.0,136,96,0,0,3,2,2,1,0,0,138,98,138,98,138,98,138,98,136,96,Y,2018,CA
0108175,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,SANDRA TOVAR MEDEIROS ELEMENTARY,144.0,138,96,1,1,5,3,0,0,0,0,138,96,138,96,138,96,139,97,138,96,Y,2018,CA
6053193,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,WAKEFIELD ELEMENTARY,111.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
0114561,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,WALNUT ELEMENTARY EDUCATION CENTER,132.0,130,98,1,1,1,1,0,0,0,0,130,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6102743,STANISLAUS,PUBLIC,TURLOCK UNIFIED,TURLOCK,WALTER M. BROWN ELEMENTARY,78.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053201,STANISLAUS,PUBLIC,VALLEY HOME JOINT ELEMENTARY,VALLEY HOME,VALLEY HOME ELEMENTARY,25.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
5030317,STANISLAUS,PUBLIC,WATERFORD UNIFIED,WATERFORD,CONNECTING WATERS CHARTER,128.0,53,41,0,0,4,3,71,55,0,0,63,49,65,51,62,48,78,61,83,65,Y,2018,CA
0118513,STANISLAUS,PUBLIC,WATERFORD UNIFIED,WATERFORD,RICHARD M. MOON PRIMARY,171.0,166,97,3,2,1,1,0,0,1,1,167,98,168,98,168,98,166,97,--*,≥99%,Y,2018,CA
6053235,SUTTER,PUBLIC,BRITTAN ELEMENTARY,SUTTER,BRITTAN ELEMENTARY,59.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053250,SUTTER,PUBLIC,FRANKLIN ELEMENTARY,YUBA CITY,FRANKLIN ELEMENTARY,49.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053284,SUTTER,PUBLIC,LIVE OAK UNIFIED,LIVE OAK,LUTHER ELEMENTARY,122.0,120,98,2,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6053292,SUTTER,PUBLIC,MARCUM-ILLINOIS UNION ELEMENTARY,EAST NICOLAUS,MARCUMILLINOIS UNION ELEMENTARY,34.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0109793,SUTTER,PUBLIC,MARCUM-ILLINOIS UNION ELEMENTARY,EAST NICOLAUS,SOUTH SUTTER CHARTER,158.0,53,34,0,0,0,0,105,66,0,0,56,35,55,35,59,37,73,46,78,49,Y,2018,CA
0132753,SUTTER,PUBLIC,MERIDIAN ELEMENTARY,ONTARIO,CALIFORNIA PREP SUTTER K7,28.0,7,25,0,0,1,4,20,71,0,0,15,54,15,54,15,54,19,68,20,71,Y,2018,CA
0129007,SUTTER,PUBLIC,MERIDIAN ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY AT SUTTER,27.0,16,59,0,0,0,0,0,0,11,41,16,59,17,63,16,59,18,67,17,63,Y,2018,CA
0132977,SUTTER,PUBLIC,NUESTRO ELEMENTARY,LIVE OAK,SUTTER PEAK CHARTER ACADEMY,75.0,19,25,0,0,1,1,55,73,0,0,23,31,23,31,20,27,33,44,37,49,Y,2018,CA
6053326,SUTTER,PUBLIC,PLEASANT GROVE JOINT UNION,PLEASANT GROVE,PLEASANT GROVE,20.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0133934,SUTTER,PUBLIC,WINSHIP-ROBBINS,MERIDIAN,INSPIRE CHARTER SCHOOL NORTH,477.0,77,16,1,0,17,4,382,80,0,0,108,23,116,24,116,24,174,36,201,42,Y,2018,CA
6053334,SUTTER,PUBLIC,WINSHIP-ROBBINS,MERIDIAN,WINSHIP COMMUNITY,24.0,3,13,0,0,2,8,19,79,0,0,4,17,4,17,4,17,7,29,9,38,Y,2018,CA
0100537,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,ANDROS KARPEROS,107.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6053342,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,APRIL LANE ELEMENTARY,99.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053359,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,BARRY ELEMENTARY,49.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053367,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,BRIDGE STREET ELEMENTARY,108.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6067268,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,BUTTE VISTA ELEMENTARY,107.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6053375,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,CENTRAL GAITHER ELEMENTARY,21.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053391,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,KING AVENUE ELEMENTARY,50.0,48,96,1,2,0,0,0,0,1,2,48,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053409,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,LINCOLN ELEMENTARY,99.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053417,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,LINCREST ELEMENTARY,120.0,116,97,3,3,1,1,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,117,98,--*,≥99%,Y,2018,CA
6053425,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,PARK AVENUE ELEMENTARY,114.0,111,97,1,1,1,1,0,0,1,1,111,97,111,97,111,97,112,98,112,98,Y,2018,CA
0113134,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,RIVERBEND ELEMENTARY,76.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053441,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,TIERRA BUENA ELEMENTARY,67.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0107318,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,TWIN RIVERS CHARTER,60.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
5130125,SUTTER,PUBLIC,YUBA CITY UNIFIED,YUBA CITY,YUBA CITY CHARTER,22.0,14,64,0,0,3,14,0,0,5,23,20,91,18,82,19,86,--*,≥95%,--*,≥95%,Y,2018,CA
6053466,TEHAMA,PUBLIC,ANTELOPE ELEMENTARY,RED BLUFF,ANTELOPE ELEMENTARY,105.0,101,96,2,2,2,2,0,0,0,0,102,97,103,98,102,97,103,98,103,98,Y,2018,CA
6053490,TEHAMA,PUBLIC,CORNING UNION ELEMENTARY,CORNING,OLIVE VIEW ELEMENTARY,100.0,95,95,2,2,1,1,0,0,2,2,97,97,95,95,97,97,--*,≥99%,--*,≥99%,Y,2018,CA
6053482,TEHAMA,PUBLIC,CORNING UNION ELEMENTARY,CORNING,WEST STREET ELEMENTARY,56.0,52,93,1,2,1,2,0,0,2,4,52,93,52,93,53,95,--*,≥98%,--*,≥98%,Y,2018,CA
0102301,TEHAMA,PUBLIC,CORNING UNION ELEMENTARY,CORNING,WOODSON ELEMENTARY,75.0,73,97,0,0,0,0,0,0,2,3,73,97,73,97,73,97,--*,≥98%,--*,≥98%,Y,2018,CA
6053516,TEHAMA,PUBLIC,EVERGREEN UNION,COTTONWOOD,EVERGREEN ELEMENTARY,118.0,116,98,0,0,2,2,0,0,0,0,116,98,116,98,116,98,116,98,116,98,Y,2018,CA
6053532,TEHAMA,PUBLIC,GERBER UNION ELEMENTARY,GERBER,GERBER ELEMENTARY,40.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053557,TEHAMA,PUBLIC,LASSEN VIEW UNION ELEMENTARY,LOS MOLINOS,LASSEN VIEW ELEMENTARY,42.0,34,81,8,19,0,0,0,0,0,0,38,90,39,93,37,88,38,90,--*,≥95%,Y,2018,CA
6053565,TEHAMA,PUBLIC,LOS MOLINOS UNIFIED,LOS MOLINOS,LOS MOLINOS ELEMENTARY,46.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053623,TEHAMA,PUBLIC,RED BLUFF UNION ELEMENTARY,RED BLUFF,BIDWELL ELEMENTARY,89.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053631,TEHAMA,PUBLIC,RED BLUFF UNION ELEMENTARY,RED BLUFF,JACKSON HEIGHTS ELEMENTARY,94.0,87,93,6,6,1,1,0,0,0,0,91,97,90,96,90,96,91,97,--*,≥98%,Y,2018,CA
6106686,TEHAMA,PUBLIC,RED BLUFF UNION ELEMENTARY,RED BLUFF,WILLIAM M. METTEER ELEMENTARY,87.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053664,TEHAMA,PUBLIC,REEDS CREEK ELEMENTARY,RED BLUFF,REEDS CREEK ELEMENTARY,22.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053672,TEHAMA,PUBLIC,RICHFIELD ELEMENTARY,CORNING,RICHFIELD ELEMENTARY,25.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053821,TRINITY,PUBLIC,TRINITY ALPS UNIFIED,WEAVERVILLE,WEAVERVILLE ELEMENTARY,52.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053847,TULARE,PUBLIC,ALPAUGH UNIFIED,ALPAUGH,ALPAUGH ELEMENTARY,29.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0112458,TULARE,PUBLIC,ALPAUGH UNIFIED,ALPAUGH,CALIFORNIA CONNECTIONS ACADEMY AT CENTRAL,25.0,16,64,0,0,0,0,9,36,0,0,17,68,16,64,17,68,19,76,20,80,Y,2018,CA
6053854,TULARE,PUBLIC,ALTA VISTA ELEMENTARY,PORTERVILLE,ALTA VISTA ELEMENTARY,78.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053862,TULARE,PUBLIC,BUENA VISTA ELEMENTARY,TULARE,BUENA VISTA ELEMENTARY,21.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053870,TULARE,PUBLIC,BURTON ELEMENTARY,PORTERVILLE,BURTON ELEMENTARY,84.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6120232,TULARE,PUBLIC,BURTON ELEMENTARY,PORTERVILLE,JIM MAPLES ACADEMY,59.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6105506,TULARE,PUBLIC,BURTON ELEMENTARY,PORTERVILLE,OAK GROVE ELEMENTARY,72.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0109009,TULARE,PUBLIC,BURTON ELEMENTARY,PORTERVILLE,SUMMIT CHARTER ACADEMY,113.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6114078,TULARE,PUBLIC,BURTON ELEMENTARY,PORTERVILLE,WILLIAM R. BUCKLEY ELEMENTARY,79.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6053896,TULARE,PUBLIC,COLUMBINE ELEMENTARY,DELANO,COLUMBINE ELEMENTARY,32.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6053904,TULARE,PUBLIC,CUTLER-OROSI JOINT UNIFIED,CUTLER,CUTLER ELEMENTARY,130.0,128,98,2,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
