school_code,county,public/private,district,city,school_name,enrollment_n,vaccinated_n,vaccinated_perc,temp_unvax_n,temp_unvax_perc,perm_med_exempt_n,perm_med_exempt_perc,other_n,other_perc,over_due_n,over_due_perc,five_dose_DTP_n,five_dose_DTP_perc,polio_n,polio_perc,mmr_n,mmr_perc,hepb_n,hepb_perc,varicell_n,varicella_perc,reported,year,state
0116863,CONTRA COSTA,PUBLIC,PITTSBURG UNIFIED,PITTSBURG,MARINA VISTA ELEMENTARY,123.0,119,97,0,0,0,0,0,0,4,3,121,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6004568,CONTRA COSTA,PUBLIC,PITTSBURG UNIFIED,PITTSBURG,PARKSIDE ELEMENTARY,93.0,83,89,10,11,0,0,0,0,0,0,83,89,89,96,89,96,--*,≥98%,--*,≥98%,Y,2018,CA
6109383,CONTRA COSTA,PUBLIC,PITTSBURG UNIFIED,PITTSBURG,STONEMAN ELEMENTARY,109.0,106,97,3,3,0,0,0,0,0,0,106,97,107,98,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6004576,CONTRA COSTA,PUBLIC,PITTSBURG UNIFIED,PITTSBURG,WILLOW COVE ELEMENTARY,127.0,123,97,0,0,0,0,3,2,1,1,125,98,--*,≥99%,125,98,125,98,--*,≥99%,Y,2018,CA
6005060,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,ALAMO,ALAMO ELEMENTARY,52.0,50,96,1,2,1,2,0,0,0,0,--*,≥98%,--*,≥98%,50,96,--*,≥98%,--*,≥98%,Y,2018,CA
6005136,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,ALAMO,RANCHO ROMERO ELEMENTARY,81.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0119032,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,CREEKSIDE ELEMENTARY,107.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6005094,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,GREEN VALLEY ELEMENTARY,77.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6096036,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,GREENBROOK ELEMENTARY,91.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005102,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,JOHN BALDWIN ELEMENTARY,68.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005128,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,MONTAIR ELEMENTARY,91.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6110449,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,SYCAMORE VALLEY ELEMENTARY,74.0,71,96,0,0,3,4,0,0,0,0,71,96,71,96,71,96,71,96,71,96,Y,2018,CA
6114326,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,TASSAJARA HILLS ELEMENTARY,62.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005151,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,VISTA GRANDE ELEMENTARY,98.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0132902,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,BELLA VISTA ELEMENTARY,85.0,80,94,1,1,4,5,0,0,0,0,80,94,80,94,80,94,80,94,--*,≥98%,Y,2018,CA
6100952,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,BOLLINGER CANYON ELEMENTARY,69.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005086,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,COUNTRY CLUB ELEMENTARY,118.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6117485,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,COYOTE CREEK ELEMENTARY,163.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6108161,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,GOLDEN VIEW ELEMENTARY,143.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
0102566,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,HIDDEN HILLS ELEMENTARY,80.0,77,96,1,1,2,3,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0113589,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,LIVE OAK ELEMENTARY,89.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6097158,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,MONTEVIDEO ELEMENTARY,141.0,135,96,4,3,2,1,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6066591,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,NEIL A. ARMSTRONG ELEMENTARY,73.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0109173,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,QUAIL RUN ELEMENTARY,133.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6089130,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,TWIN CREEKS ELEMENTARY,70.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6071039,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,SAN RAMON,WALT DISNEY ELEMENTARY,112.0,110,98,1,1,1,1,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
0134072,CONTRA COSTA,PUBLIC,SBE - Rocketship Futuro Academy,CONCORD,ROCKETSHIP FUTURO ACADEMY,143.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6005169,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,BUENA VISTA ELEMENTARY,91.0,88,97,2,2,0,0,1,1,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005177,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,INDIAN VALLEY ELEMENTARY,83.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005185,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,MURWOOD ELEMENTARY,66.0,62,94,3,5,0,0,1,2,0,0,64,97,63,95,62,94,64,97,--*,≥98%,Y,2018,CA
6005193,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,PARKMEAD ELEMENTARY,85.0,81,95,1,1,3,4,0,0,0,0,82,96,82,96,81,95,--*,≥98%,--*,≥98%,Y,2018,CA
0131714,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,TICE CREEK,41.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6005243,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,WALNUT HEIGHTS ELEMENTARY,66.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004758,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL CERRITO,FAIRMONT ELEMENTARY,71.0,68,96,1,1,1,1,1,1,0,0,69,97,69,97,69,97,68,96,--*,≥98%,Y,2018,CA
6004782,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL CERRITO,HARDING ELEMENTARY,69.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004840,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL CERRITO,MADERA ELEMENTARY,70.0,68,97,0,0,2,3,0,0,0,0,68,97,68,97,68,97,68,97,--*,≥98%,Y,2018,CA
6004873,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL SOBRANTE,MURPHY ELEMENTARY,51.0,49,96,2,4,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,49,96,--*,≥98%,Y,2018,CA
6004899,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL SOBRANTE,OLINDA ELEMENTARY,63.0,61,97,1,2,1,2,0,0,0,0,--*,≥98%,--*,≥98%,61,97,--*,≥98%,--*,≥98%,Y,2018,CA
6112015,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,HERCULES,HANNA RANCH ELEMENTARY,63.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6097141,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,HERCULES,LUPINE HILLS ELEMENTARY,73.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6099717,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,HERCULES,OHLONE ELEMENTARY,75.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004808,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,KENSINGTON,KENSINGTON ELEMENTARY,62.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004659,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,COLLINS ELEMENTARY,37.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6004733,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,ELLERHORST ELEMENTARY,35.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6004956,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,SHANNON ELEMENTARY,56.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004980,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,STEWART ELEMENTARY,42.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0136903,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,VOICES COLLEGE-BOUND LANGUAGE ACADEMY AT WEST CONTRA COSTA COUNTY,79.0,77,97,0,0,2,3,0,0,0,0,77,97,77,97,77,97,77,97,77,97,Y,2018,CA
0132118,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,ASPIRE RICHMOND TECHNOLOGY ACADEMY,74.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6114094,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,CESAR E. CHAVEZ ELEMENTARY,65.0,60,92,5,8,0,0,0,0,0,0,60,92,60,92,62,95,--*,≥98%,--*,≥98%,Y,2018,CA
6004667,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,CORONADO ELEMENTARY,71.0,69,97,1,1,0,0,0,0,1,1,69,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004766,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,FORD ELEMENTARY,65.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004774,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,GRANT ELEMENTARY,84.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004741,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,HIGHLAND ELEMENTARY,59.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004832,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,LINCOLN ELEMENTARY,40.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6004915,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,"MARTIN LUTHER KING, JR. ELEMENTARY",69.0,59,86,10,14,0,0,0,0,0,0,59,86,59,86,59,86,--*,≥98%,66,96,Y,2018,CA
6004857,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,MIRA VISTA ELEMENTARY,65.0,61,94,4,6,0,0,0,0,0,0,63,97,63,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004881,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,NYSTROM ELEMENTARY,71.0,69,97,2,3,0,0,0,0,0,0,69,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004907,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,PERES ELEMENTARY,75.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0129643,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,RICHMOND CHARTER ELEMENTARYBENITO JUAREZ,48.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0110973,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,RICHMOND COLLEGE PREPARATORY,78.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004931,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,RIVERSIDE ELEMENTARY,53.0,51,96,2,4,0,0,0,0,0,0,51,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004964,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,SHELDON ELEMENTARY,44.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6004972,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,STEGE ELEMENTARY,37.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6005003,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,VALLEY VIEW ELEMENTARY,52.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005011,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,VERDE ELEMENTARY,39.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6005037,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,WASHINGTON ELEMENTARY,65.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0135434,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,WEST COUNTY MANDARIN,70.0,67,96,2,3,1,1,0,0,0,0,68,97,68,97,68,97,67,96,68,97,Y,2018,CA
6005045,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,WILSON ELEMENTARY,56.0,54,96,2,4,0,0,0,0,0,0,54,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004600,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,BAYVIEW ELEMENTARY,83.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004691,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,DOVER ELEMENTARY,94.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6057210,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,EDWARD M. DOWNER ELEMENTARY,72.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004824,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,LAKE ELEMENTARY,52.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004865,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,MONTALVIN MANOR ELEMENTARY,64.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6004998,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,TARA HILLS ELEMENTARY,76.0,70,92,6,8,0,0,0,0,0,0,70,92,70,92,72,95,73,96,74,97,Y,2018,CA
6005375,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,CRESCENT CITY,BESS MAXWELL ELEMENTARY,56.0,54,96,1,2,1,2,0,0,0,0,54,96,54,96,54,96,--*,≥98%,--*,≥98%,Y,2018,CA
6005391,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,CRESCENT CITY,JOE HAMILTON ELEMENTARY,65.0,63,97,2,3,0,0,0,0,0,0,63,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6113013,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,CRESCENT CITY,MARY PEACOCK ELEMENTARY,41.0,38,93,1,2,0,0,2,5,0,0,--*,≥95%,--*,≥95%,38,93,--*,≥95%,--*,≥95%,Y,2018,CA
6005433,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,CRESCENT CITY,PINE GROVE ELEMENTARY,79.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005441,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,CRESCENT CITY,REDWOOD ELEMENTARY,52.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0137729,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,CRESCENT CITY,UNCHARTED SHORES ACADEMY,32.0,20,63,0,0,3,9,6,19,3,9,24,75,24,75,24,75,22,69,23,72,Y,2018,CA
6005417,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,KLAMATH,MARGARET KEATING ELEMENTARY,23.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6005458,DEL NORTE,PUBLIC,DEL NORTE COUNTY UNIFIED,SMITH RIVER,SMITH RIVER ELEMENTARY,25.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6005623,EL DORADO,PUBLIC,BLACK OAK MINE UNIFIED,COOL,NORTHSIDE ELEMENTARY,46.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0121566,EL DORADO,PUBLIC,BLACK OAK MINE UNIFIED,GEORGETOWN,AMERICAN RIVER CHARTER,24.0,14,58,1,4,4,17,5,21,0,0,14,58,14,58,14,58,14,58,14,58,Y,2018,CA
6005490,EL DORADO,PUBLIC,BLACK OAK MINE UNIFIED,GEORGETOWN,GEORGETOWN ELEMENTARY,41.0,35,85,6,15,0,0,0,0,0,0,37,90,38,93,38,93,38,93,--*,≥95%,Y,2018,CA
6107361,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,CAMERON PARK,BLUE OAK ELEMENTARY,92.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0137919,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,EL DORADO HILLS,BUCKEYE UNION MANDARIN IMMERSION CHARTER,22.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0107227,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,EL DORADO HILLS,CHARTER MONTESSORI VALLEY VIEW CAMPUS,92.0,89,97,1,1,2,2,0,0,0,0,89,97,89,97,89,97,--*,≥98%,89,97,Y,2018,CA
0136200,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,EL DORADO HILLS,CLARKSVILLE CHARTER,137.0,12,9,0,0,6,4,119,87,0,0,24,18,25,18,21,15,51,37,52,38,Y,2018,CA
0100024,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,EL DORADO HILLS,OAK MEADOW ELEMENTARY,103.0,100,97,0,0,3,3,0,0,0,0,101,98,101,98,100,97,101,98,101,98,Y,2018,CA
0129965,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,EL DORADO HILLS,RISING SUN MONTESSORI,26.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6110456,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,EL DORADO HILLS,SILVA VALLEY ELEMENTARY,88.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6005474,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,EL DORADO HILLS,WILLIAM BROOKS ELEMENTARY,76.0,72,95,1,1,3,4,0,0,0,0,72,95,72,95,72,95,72,95,72,95,Y,2018,CA
6005466,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,SHINGLE SPRINGS,BUCKEYE ELEMENTARY,67.0,64,96,2,3,1,1,0,0,0,0,64,96,64,96,65,97,65,97,65,97,Y,2018,CA
0111724,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,SHINGLE SPRINGS,CALIFORNIA MONTESSORI PROJECTSHINGLE SPRINGS CAMPUS,53.0,49,92,2,4,2,4,0,0,0,0,49,92,50,94,50,94,50,94,50,94,Y,2018,CA
